project,bug_id,type,bug_report_id,revision_id,revision_date,bug_report_url,root_causes_count,modified_sources_count,root_causes,modified_sources,error
JacksonDatabind,12,functional,735,1d57c20dfd79c64837cf1ec357ab402f2158227e,2015-03-26 12:49:58 -0700,https://github.com/FasterXML/jackson-databind/issues/735,1,1,com.fasterxml.jackson.databind.deser.TestCustomDeserializers::testCustomMapValueDeser735: junit.framework.AssertionFailedError: expected:<1> but was:<100>,com.fasterxml.jackson.databind.deser.std.MapDeserializer,
JacksonDatabind,18,functional,734,2abf5a321405a82ed4e0d3a7c876c82bb05188f9,2015-05-21 15:28:03 -0700,https://github.com/FasterXML/jackson-databind/issues/734,3,1,"com.fasterxml.jackson.databind.seq.ReadRecoveryTest::testSimpleRootRecovery: com.fasterxml.jackson.databind.JsonMappingException: Can not instantiate value of type [simple type, class com.fasterxml.jackson.databind.seq.ReadRecoveryTest$Bean] from Integral number (1); no single-int-arg constructor/factory method; com.fasterxml.jackson.databind.seq.ReadRecoveryTest::testRootBeans: junit.framework.AssertionFailedError; com.fasterxml.jackson.databind.seq.ReadRecoveryTest::testSimpleArrayRecovery: com.fasterxml.jackson.databind.JsonMappingException: Can not instantiate value of type [simple type, class com.fasterxml.jackson.databind.seq.ReadRecoveryTest$Bean] from Integral number (1); no single-int-arg constructor/factory method",com.fasterxml.jackson.databind.MappingIterator,
JacksonDatabind,19,functional,810,354e1390bc397ef048ffd5d905b0709a3a2585ef,2015-05-28 14:27:57 -0700,https://github.com/FasterXML/jackson-databind/issues/810,3,1,com.fasterxml.jackson.databind.convert.TestMapConversions::testMapToProperties: junit.framework.ComparisonFailure: expected:<129> but was:<null>; com.fasterxml.jackson.databind.deser.TestMapDeserialization::testReadProperties: junit.framework.ComparisonFailure: expected:<123> but was:<null>; com.fasterxml.jackson.databind.type.TestTypeFactory::testProperties: junit.framework.AssertionFailedError: expected same:<class java.lang.String> was not:<class java.lang.Object>,com.fasterxml.jackson.databind.type.TypeFactory,
JacksonDatabind,24,functional,889,b4ef0a65150a7311ebb9119b1ac6898e33dc0baf,2015-08-06 22:12:59 -0700,https://github.com/FasterXML/jackson-databind/issues/889,1,1,"com.fasterxml.jackson.databind.ser.TestConfig::testDateFormatConfig: junit.framework.AssertionFailedError: expected:<sun.util.calendar.ZoneInfo[id=""America/Los_Angeles"",offset=-28800000,dstSavings=3600000,useDaylight=true,transitions=185,lastRule=java.util.SimpleTimeZone[id=America/Los_Angeles,offset=-28800000,dstSavings=3600000,useDaylight=true,startYear=0,startMode=3,startMonth=2,startDay=8,startDayOfWeek=1,startTime=7200000,startTimeMode=0,endMode=3,endMonth=10,endDay=1,endDayOfWeek=1,endTime=7200000,endTimeMode=0]]> but was:<sun.util.calendar.ZoneInfo[id=""GMT"",offset=0,dstSavings=0,useDaylight=false,transitions=0,lastRule=null]>",com.fasterxml.jackson.databind.cfg.BaseSettings,
JacksonDatabind,30,functional,965,ca6c3fc55eb74e21fe90e18da33723fb99b22f21,2015-10-10 16:41:58 -0700,https://github.com/FasterXML/jackson-databind/issues/965,1,2,com.fasterxml.jackson.databind.jsontype.TestExternalId::testBigDecimal965: junit.framework.AssertionFailedError: Expected BigDecimal = -10000000000.0000000001; got back BigDecimal = -1.0E+10,com.fasterxml.jackson.databind.ObjectMapper; com.fasterxml.jackson.databind.util.TokenBuffer,
JacksonDatabind,31,functional,984,fe25f7e14d92f5d4746549e7df22e9af35fdf54b,2015-10-28 16:32:31 -0700,https://github.com/FasterXML/jackson-databind/issues/984,1,1,"com.fasterxml.jackson.databind.util.TestTokenBuffer::testOutputContext: junit.framework.AssertionFailedError: Expected name 'b' (JsonParser), TokenBuffer had 'a'",com.fasterxml.jackson.databind.util.TokenBuffer,
JacksonDatabind,38,functional,1102,21a2e4b7d680bf796f07d5d3b6119a3cd3fc356c,2016-01-28 17:39:14 -0800,https://github.com/FasterXML/jackson-databind/issues/1102,3,3,"com.fasterxml.jackson.databind.interop.DeprecatedTypeHandling1102Test::testExplicitMapType: junit.framework.AssertionFailedError: expected:<class com.fasterxml.jackson.databind.interop.DeprecatedTypeHandling1102Test$Point> but was:<class java.util.LinkedHashMap>; com.fasterxml.jackson.databind.interop.DeprecatedTypeHandling1102Test::testExplicitCollectionType: junit.framework.AssertionFailedError: expected:<class com.fasterxml.jackson.databind.interop.DeprecatedTypeHandling1102Test$Point> but was:<class java.util.LinkedHashMap>; com.fasterxml.jackson.databind.interop.DeprecatedTypeHandling1102Test::testPOJOSubType: com.fasterxml.jackson.databind.exc.UnrecognizedPropertyException: Unrecognized field ""x"" (class com.fasterxml.jackson.databind.interop.DeprecatedTypeHandling1102Test$Point3D), not marked as ignorable (one known property: ""z""])",com.fasterxml.jackson.databind.type.CollectionType; com.fasterxml.jackson.databind.type.MapType; com.fasterxml.jackson.databind.type.SimpleType,
JacksonDatabind,40,functional,1095,21ca92134c900809278c987cd02d0b2335f4fb1f,2016-01-29 23:01:19 -0800,https://github.com/FasterXML/jackson-databind/issues/1095,1,1,com.fasterxml.jackson.databind.deser.TestSimpleTypes::testEmptyToNullCoercionForPrimitives: junit.framework.AssertionFailedError: Should not have passed,com.fasterxml.jackson.databind.deser.std.NumberDeserializers,
JacksonDatabind,42,functional,1123,2d90441ef0440f3a2f910b210234cb8b709ca727,2016-02-09 16:43:49 -0800,https://github.com/FasterXML/jackson-databind/issues/1123,1,1,com.fasterxml.jackson.databind.deser.TestJdkTypes::testLocale: junit.framework.AssertionFailedError: expected same:<> was not:<null>,com.fasterxml.jackson.databind.deser.std.FromStringDeserializer,
JacksonDatabind,47,functional,1231,ebadfd25ed1244b170f7af2414c35673eb055a29,2016-05-19 15:36:04 -0700,https://github.com/FasterXML/jackson-databind/issues/1231,2,1,"com.fasterxml.jackson.databind.ser.TestJsonSerialize::testBrokenAnnotation: junit.framework.AssertionFailedError: Expected an exception with one of substrings ([types not related]): got one with message ""Failed to widen type [simple type, class java.lang.Long] with annotation (value java.lang.String), from 'getValue': Class java.lang.String not a super-type of [simple type, class java.lang.Long]""; com.fasterxml.jackson.databind.ser.TestJsonSerializeAs::testSpecializedAsIntermediate: com.fasterxml.jackson.databind.JsonMappingException: Failed to widen type [simple type, class com.fasterxml.jackson.databind.ser.TestJsonSerializeAs$Bean1178Base] with annotation (value com.fasterxml.jackson.databind.ser.TestJsonSerializeAs$Bean1178Abstract), from 'value': Class com.fasterxml.jackson.databind.ser.TestJsonSerializeAs$Bean1178Abstract not a super-type of [simple type, class com.fasterxml.jackson.databind.ser.TestJsonSerializeAs$Bean1178Base]",com.fasterxml.jackson.databind.AnnotationIntrospector,
JacksonDatabind,48,functional,1223,fe32b967f6b029a10ec1d40f7e12c8b37ba32ee8,2016-05-24 22:15:03 -0700,https://github.com/FasterXML/jackson-databind/issues/1223,1,2,"com.fasterxml.jackson.databind.ser.TestFeatures::testVisibilityFeatures: junit.framework.AssertionFailedError: Should find 1 property, not 2; properties = [[Property 'name'; ctors: null, field(s): null, getter(s): null, setter(s): [method com.fasterxml.jackson.databind.ser.TestFeatures$TCls#setName(1 params)][visible=true,ignore=false,explicitName=false]], [Property 'groupname'; ctors: null, field(s): [field com.fasterxml.jackson.databind.ser.TestFeatures$TCls#groupname][visible=true,ignore=false,explicitName=true], getter(s): null, setter(s): null]]",com.fasterxml.jackson.databind.DeserializationConfig; com.fasterxml.jackson.databind.SerializationConfig,
JacksonDatabind,56,functional,1344,07b6d6636670b2a9f14ac265186790db11cfd52d,2016-08-24 21:34:28 -0700,https://github.com/FasterXML/jackson-databind/issues/1344,1,1,com.fasterxml.jackson.databind.deser.TestJdkTypes::testLocale: junit.framework.AssertionFailedError: expected:<en_US> but was:<en-us>,com.fasterxml.jackson.databind.deser.std.FromStringDeserializer,
JacksonDatabind,60,functional,1385,be114a9a286c4d194cd268ac8153173c52619a8d,2016-09-28 15:49:01 -0700,https://github.com/FasterXML/jackson-databind/issues/1385,2,1,"com.fasterxml.jackson.databind.jsontype.TestDefaultWithCreators::testWithCreatorAndJsonValue: junit.framework.AssertionFailedError: expected:<class com.fasterxml.jackson.databind.jsontype.TestDefaultWithCreators$Bean1385> but was:<class [B>; com.fasterxml.jackson.databind.jsontype.ext.ExternalTypeIdTest::testWithAsValue: junit.framework.ComparisonFailure: expected:<...alue"":12345,""type"":""[thingy]""}> but was:<...alue"":12345,""type"":""[date]""}>",com.fasterxml.jackson.databind.ser.std.JsonValueSerializer,
JacksonDatabind,76,functional,1573,e08dafef4faa7d71330160dafcbe77536d90e809,2017-03-27 22:05:43 -0700,https://github.com/FasterXML/jackson-databind/issues/1573,4,1,com.fasterxml.jackson.databind.deser.builder.BuilderWithUnwrappedTest::testWithUnwrappedAndCreatorSingleParameterAtBeginning: junit.framework.ComparisonFailure: expected:<John> but was:<null>; com.fasterxml.jackson.databind.deser.builder.BuilderWithUnwrappedTest::testWithUnwrappedAndCreatorMultipleParametersAtBeginning: junit.framework.ComparisonFailure: expected:<John> but was:<null>; com.fasterxml.jackson.databind.deser.builder.BuilderWithUnwrappedTest::testWithUnwrappedAndCreatorSingleParameterInMiddle: junit.framework.AssertionFailedError: expected:<30> but was:<0>; com.fasterxml.jackson.databind.deser.builder.BuilderWithUnwrappedTest::testWithUnwrappedAndCreatorMultipleParametersInMiddle: junit.framework.AssertionFailedError: expected:<30> but was:<0>,com.fasterxml.jackson.databind.deser.BuilderBasedDeserializer,
JacksonDatabind,77,functional,1599,6ce32ffd18facac6abdbbf559c817b47fcb622c1,2017-04-13 15:08:10 -0700,https://github.com/FasterXML/jackson-databind/issues/1599,1,1,"com.fasterxml.jackson.databind.interop.IllegalTypesCheckTest::testIssue1599: junit.framework.AssertionFailedError: Expected an exception with one of substrings ([Illegal type]): got one with message ""N/A",com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,
JacksonDatabind,78,functional,1599,60d459cedcf079c6106ae7da2ac562bc32dcabe1,2017-04-13 16:03:24 -0700,https://github.com/FasterXML/jackson-databind/issues/1599,1,1,"com.fasterxml.jackson.databind.interop.IllegalTypesCheckTest::testIssue1599: junit.framework.AssertionFailedError: Expected an exception with one of substrings ([Illegal type]): got one with message ""N/A",com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,
JacksonDatabind,86,functional,1647,3d743477e1531cd3c4c041941f047eee5b040924,2017-06-08 22:36:00 -0700,https://github.com/FasterXML/jackson-databind/issues/1647,2,1,"com.fasterxml.jackson.databind.type.RecursiveTypeTest::testSuperClassWithReferencedJavaType: junit.framework.AssertionFailedError; com.fasterxml.jackson.databind.type.TestTypeFactoryWithRecursiveTypes::testBasePropertiesIncludedWhenSerializingSubWhenSubTypeLoadedAfterBaseType: junit.framework.ComparisonFailure: expected:<{""[base"":1,""]sub"":2}> but was:<{""[]sub"":2}>",com.fasterxml.jackson.databind.type.ResolvedRecursiveType,
JacksonDatabind,87,functional,1657,5a0ce57b5d3a6d30420267b56b3d2282c76df581,2017-06-13 21:25:31 -0700,https://github.com/FasterXML/jackson-databind/issues/1657,1,1,com.fasterxml.jackson.databind.deser.TestDateDeserialization::testDateUtilISO8601NoTimezoneNonDefault: junit.framework.AssertionFailedError: expected:<Wed Dec 31 16:00:00 PST 1969> but was:<Wed Dec 31 18:00:00 PST 1969>,com.fasterxml.jackson.databind.util.StdDateFormat,
JacksonDatabind,88,functional,1735,f2c445d6d2de988531dcda25da81fda129bc53f2,2017-08-17 13:43:37 -0700,https://github.com/FasterXML/jackson-databind/issues/1735,1,1,"com.fasterxml.jackson.databind.jsontype.GenericTypeId1735Test::testNestedTypeCheck1735: junit.framework.AssertionFailedError: Expected an exception with one of substrings ([not subtype of]): got one (of type com.fasterxml.jackson.databind.JsonMappingException) with message ""Problem deserializing property 'w' (expected type: [simple type, class com.fasterxml.jackson.databind.jsontype.GenericTypeId1735Test$Payload1735]; actual type: java.util.HashMap), problem: Can not set com.fasterxml.jackson.databind.jsontype.GenericTypeId1735Test$Payload1735 field com.fasterxml.jackson.databind.jsontype.GenericTypeId1735Test$Wrapper1735.w to java.util.HashMap",com.fasterxml.jackson.databind.jsontype.impl.ClassNameIdResolver,
JacksonDatabind,91,functional,1809,dfaca81ae7a82b7c3018f265815e98a5138118f7,2017-11-01 15:36:43 -0700,https://github.com/FasterXML/jackson-databind/issues/1809,1,1,"com.fasterxml.jackson.databind.deser.jdk.MapDeserializerCachingTest::testCachedSerialize: junit.framework.AssertionFailedError: Not using custom key deserializer for input: {""data"":{""1st"":""onedata"",""2nd"":""twodata""}}; resulted in: {1st=onedata, 2nd=twodata}",com.fasterxml.jackson.databind.deser.DeserializerCache,
JacksonDatabind,92,functional,1737,e865a7a4464da63ded9f4b1a2328ad85c9ded78b,2017-12-12 15:05:35 -0800,https://github.com/FasterXML/jackson-databind/issues/1737,1,1,com.fasterxml.jackson.databind.interop.IllegalTypesCheckTest::testJDKTypes1737: junit.framework.AssertionFailedError: Should not pass,com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,
JacksonDatabind,94,functional,1931,6799f8f10cc78e9af6d443ed6982d00a13f2e7d2,2018-02-10 19:22:01 -0800,https://github.com/FasterXML/jackson-databind/issues/1931,1,1,"com.fasterxml.jackson.databind.interop.IllegalTypesCheckTest::testC3P0Types: junit.framework.AssertionFailedError: Expected an exception with one of substrings ([Illegal type]): got one with message ""Can not instantiate value of type [simple type, class com.mchange.v2.c3p0.jacksontest.ComboPooledDataSource] from String value ('/tmp/foobar.txt'); no single-String constructor/factory method",com.fasterxml.jackson.databind.jsontype.impl.SubTypeValidator,
JacksonDatabind,100,functional,2096,d98ae778876cddd5ed3eacab9e5daf55186ff483,2018-08-15 16:56:18 -0700,https://github.com/FasterXML/jackson-databind/issues/2096,1,1,"com.fasterxml.jackson.databind.node.TestConversions::testBase64Text: junit.framework.AssertionFailedError: Failed (variant MODIFIED-FOR-URL, data length 1): Cannot access contents of TextNode as binary due to broken Base64 encoding: Unexpected end-of-String in base64 content",com.fasterxml.jackson.databind.node.TreeTraversingParser,
JacksonDatabind,101,functional,2088,644831ce403590db4dbeb8ee47adb3c393438fb2,2018-08-28 21:59:18 -0700,https://github.com/FasterXML/jackson-databind/issues/2088,1,1,com.fasterxml.jackson.databind.struct.TestUnwrapped::testIssue2088UnwrappedFieldsAfterLastCreatorProp: junit.framework.AssertionFailedError: expected:<4> but was:<0>,com.fasterxml.jackson.databind.deser.BeanDeserializer,
JacksonDatabind,103,functional,2128,f6cf1817509dc5ed61b9730c17abe492cc62b074,2018-09-05 23:17:05 -0700,https://github.com/FasterXML/jackson-databind/issues/2128,1,16,"com.fasterxml.jackson.databind.exc.BasicExceptionTest::testLocationAddition: junit.framework.AssertionFailedError: Should only get one 'at [' marker, got 2, source: Cannot deserialize Map key of type `com.fasterxml.jackson.databind.BaseMapTest$ABC` from String ""value"": not a valid representation, problem: (com.fasterxml.jackson.databind.exc.InvalidFormatException) Cannot deserialize Map key of type `com.fasterxml.jackson.databind.BaseMapTest$ABC` from String ""value"": not one of values excepted for Enum class: [A, B, C]",com.fasterxml.jackson.databind.DatabindContext; com.fasterxml.jackson.databind.DeserializationContext; com.fasterxml.jackson.databind.JsonMappingException; com.fasterxml.jackson.databind.SerializerProvider; com.fasterxml.jackson.databind.deser.BasicDeserializerFactory; com.fasterxml.jackson.databind.deser.BeanDeserializerFactory; com.fasterxml.jackson.databind.deser.DeserializerCache; com.fasterxml.jackson.databind.deser.SettableAnyProperty; com.fasterxml.jackson.databind.deser.SettableBeanProperty; com.fasterxml.jackson.databind.deser.std.StdDeserializer; com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer; com.fasterxml.jackson.databind.deser.std.StdValueInstantiator; com.fasterxml.jackson.databind.introspect.BasicBeanDescription; com.fasterxml.jackson.databind.ser.DefaultSerializerProvider; com.fasterxml.jackson.databind.ser.PropertyBuilder; com.fasterxml.jackson.databind.util.ClassUtil,
JacksonDatabind,106,functional,2189,6ef86656aa504309ea3d89cf98ce45d11d6ea9c6,2019-01-16 22:20:38 -0800,https://github.com/FasterXML/jackson-databind/issues/2189,2,1,com.fasterxml.jackson.databind.node.TestTreeTraversingParser::testNumberOverflowLong: junit.framework.AssertionFailedError: Expected failure for `long` overflow; com.fasterxml.jackson.databind.node.TestTreeTraversingParser::testNumberOverflowInt: junit.framework.AssertionFailedError: Expected failure for `int` overflow,com.fasterxml.jackson.databind.node.TreeTraversingParser,
JacksonDatabind,108,functional,2211,e797b2271ab9a00b99694a963728f3835f31d1cf,2019-01-23 22:46:03 -0800,https://github.com/FasterXML/jackson-databind/issues/2211,1,1,"com.fasterxml.jackson.databind.node.EmptyContentAsTreeTest::testNullFromEOFWithParserAndReader: junit.framework.AssertionFailedError: Should get `null` for reads with `JsonParser`, instead got: com.fasterxml.jackson.databind.node.MissingNode",com.fasterxml.jackson.databind.ObjectReader,
JacksonDatabind,111,functional,2303,f36222e5c0b318e2b739e2b77b93c5d2c919413f,2019-05-07 20:48:24 -0700,https://github.com/FasterXML/jackson-databind/issues/2303,1,7,com.fasterxml.jackson.databind.deser.jdk.JDKAtomicTypesDeserTest::testNullWithinNested: junit.framework.AssertionFailedError,com.fasterxml.jackson.databind.deser.CreatorProperty; com.fasterxml.jackson.databind.deser.impl.FieldProperty; com.fasterxml.jackson.databind.deser.impl.MethodProperty; com.fasterxml.jackson.databind.deser.impl.ObjectIdReferenceProperty; com.fasterxml.jackson.databind.deser.impl.ObjectIdValueProperty; com.fasterxml.jackson.databind.deser.impl.SetterlessProperty; com.fasterxml.jackson.databind.deser.std.AtomicReferenceDeserializer,
JacksonXml,1,functional,180,2d7683ed820116b77cba9b4b290cd7ce7dfa5cf4,2016-01-06 19:35:47 -0800,https://github.com/FasterXML/jackson-dataformat-xml/issues/180,3,1,com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedLists180Test::testNestedUnwrappedLists180: junit.framework.AssertionFailedError; com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest::testNestedWithEmpty2: junit.framework.AssertionFailedError: expected:<1> but was:<0>; com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest::testNestedWithEmpty: junit.framework.AssertionFailedError: expected:<1> but was:<0>,com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser,
JacksonXml,2,functional,196,37eb331acce08142ad027f127c355f9b462fe9e0,2016-06-09 21:09:39 -0700,https://github.com/FasterXML/jackson-dataformat-xml/issues/196,1,1,com.fasterxml.jackson.dataformat.xml.misc.XmlTextTest::testMixedContent: junit.framework.AssertionFailedError: expected:<27> but was:<0>,com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream,
JacksonXml,5,functional,282,8aa276ba6b2092a562195f9a94eb562686a3352c,2018-05-21 12:28:21 -0700,https://github.com/FasterXML/jackson-dataformat-xml/issues/282,1,1,"com.fasterxml.jackson.dataformat.xml.MapperCopyTest::testCopyWith: junit.framework.AssertionFailedError: Should NOT use name 'AnnotatedName' but 'Pojo282', xml = <AnnotatedName><a>3</a></AnnotatedName>",com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider,
Jsoup,1,functional,23,27a52f90a25699bebe23ff1ff94d6db361fdb11d,2011-07-02 21:11:53 +1000,https://github.com/jhy/jsoup/issues/23,1,1,org.jsoup.parser.ParserTest::createsStructureFromBodySnippet: junit.framework.AssertionFailedError: expected:<[foo bar baz]> but was:<[bar baz foo]>,org.jsoup.nodes.Document,
Jsoup,2,functional,22,bb4ead7c350695c1ed3c52d028090da4d4cecd1e,2011-07-02 21:11:53 +1000,https://github.com/jhy/jsoup/issues/22,1,1,org.jsoup.parser.ParserTest::handlesTextAfterData: junit.framework.AssertionFailedError: expected:<...dy>pre <script>inner[</script> aft]</body></html>> but was:<...dy>pre <script>inner[ aft</script>]</body></html>>,org.jsoup.parser.Parser,
Jsoup,3,functional,21,0081d162cca8ad23b500b53799195fec644f261b,2011-07-02 21:11:53 +1000,https://github.com/jhy/jsoup/issues/21,3,3,org.jsoup.nodes.ElementTest::testAppendRowToTable: junit.framework.AssertionFailedError: expected:<...tr><td>1</td></tr><t[r><td>2</td></tr]></table>> but was:<...tr><td>1</td></tr><t[able><tr><td>2</td></tr></table]></table>>; org.jsoup.nodes.ElementTest::testPrependRowToTable: junit.framework.AssertionFailedError: expected:<<table><t[r><td>2</td></tr]><tr><td>1</td></tr>...> but was:<<table><t[able><tr><td>2</td></tr></table]><tr><td>1</td></tr>...>; org.jsoup.parser.ParserTest::handlesNestedImplicitTable: junit.framework.AssertionFailedError: expected:<...> <tr><td> <table><t[r><td>3</td> <td>4</td></tr></table> </td></tr><tr><td>5]</td></tr></table>> but was:<...> <tr><td> <table><t[d>3</td> <td>4</td></table> <tr><td>5</td></tr>]</td></tr></table>>,org.jsoup.nodes.Element; org.jsoup.parser.Parser; org.jsoup.parser.Tag,
Jsoup,4,functional,31,5e52f1b266173593fab32fe9d8a4963066b2f2fe,2011-07-02 21:11:58 +1000,https://github.com/jhy/jsoup/issues/31,2,1,org.jsoup.nodes.EntitiesTest::escape: junit.framework.AssertionFailedError: expected:<...ello &amp;&lt;&gt; &[A]ring; &aring; &#960;...> but was:<...ello &amp;&lt;&gt; &[a]ring; &aring; &#960;...>; org.jsoup.nodes.EntitiesTest::caseSensitive: junit.framework.AssertionFailedError: expected:<&[U]uml; &uuml; &amp; &a...> but was:<&[u]uml; &uuml; &amp; &a...>,org.jsoup.nodes.Entities,
Jsoup,7,functional,43,82855b07f5336d30c70dc20548ab7ab8adeac05e,2011-07-02 21:12:02 +1000,https://github.com/jhy/jsoup/issues/43,1,1,org.jsoup.nodes.DocumentTest::testNormalisesStructure: junit.framework.AssertionFailedError: expected:<...</script><noscript><[/noscript></head><body><p>two</p><p>three</p></body]></html>> but was:<...</script><noscript><[body><p>two</p><body><p>three</p></body></body></noscript></head]></html>>,org.jsoup.nodes.Document,
Jsoup,9,functional,46,2e4969497c5734d90d394103728bb517644f9157,2011-07-02 21:12:02 +1000,https://github.com/jhy/jsoup/issues/46,1,1,org.jsoup.nodes.EntitiesTest::unescape: junit.framework.AssertionFailedError: expected:<...<> Å π π 新 there &! [¾]> but was:<...<> Å π π 新 there &! [&frac34;]>,org.jsoup.nodes.Entities,
Jsoup,10,functional,49,adce18ec3d06b849886d203fe932205f312cc37f,2011-07-02 21:12:02 +1000,https://github.com/jhy/jsoup/issues/49,1,1,org.jsoup.nodes.NodeTest::absHandlesRelativeQuery: junit.framework.AssertionFailedError: expected:<...tp://jsoup.org/path/[file]?foo> but was:<...tp://jsoup.org/path/[]?foo>,org.jsoup.nodes.Node,
Jsoup,11,functional,36,f462438f2ebfb354c823cd2c0b677b0674f0e80c,2011-07-02 21:12:02 +1000,https://github.com/jhy/jsoup/issues/36,4,1,org.jsoup.select.SelectorTest::notAll: org.jsoup.select.Selector$SelectorParseException: Could not parse query ':not(p)': unexpected token at ':not(p)'; org.jsoup.select.SelectorTest::testPseudoHas: junit.framework.AssertionFailedError: expected:<3> but was:<0>; org.jsoup.select.SelectorTest::notClass: org.jsoup.select.Selector$SelectorParseException: Could not parse query 'div:not(.left)': unexpected token at ':not(.left)'; org.jsoup.select.SelectorTest::notParas: org.jsoup.select.Selector$SelectorParseException: Could not parse query 'p:not([id=1])': unexpected token at ':not([id=1])',org.jsoup.select.Selector,
Jsoup,13,functional,97,411c01ff53f56f0b84bee210ad75c8c2114efa55,2011-07-02 21:12:08 +1000,https://github.com/jhy/jsoup/issues/97,4,1,org.jsoup.nodes.NodeTest::handlesAbsPrefixOnHasAttr: junit.framework.AssertionFailedError; org.jsoup.nodes.NodeTest::handlesAbsPrefix: junit.framework.AssertionFailedError; org.jsoup.select.ElementsTest::absAttr: junit.framework.AssertionFailedError: expected:<[http://jsoup.org]> but was:<[]>; org.jsoup.select.ElementsTest::hasAbsAttr: junit.framework.AssertionFailedError,org.jsoup.nodes.Node,
Jsoup,14,functional,82,437d8eca9f51dd0ed7af5b828412ee96ac192f17,2011-07-02 21:12:09 +1000,https://github.com/jhy/jsoup/issues/82,2,2,org.jsoup.parser.ParserTest::parsesUnterminatedTextarea: junit.framework.AssertionFailedError: expected:<one[]> but was:<one[<p>two]>; org.jsoup.parser.ParserTest::handlesUnclosedTitle: junit.framework.AssertionFailedError: expected:<One[]> but was:<One[<b>Two <p>Test</p]>,org.jsoup.parser.Tokeniser; org.jsoup.parser.TokeniserState,
Jsoup,15,functional,104,7fe868089855c33d6345e740bfdbe6f140794598,2011-07-02 21:12:10 +1000,https://github.com/jhy/jsoup/issues/104,1,1,org.jsoup.parser.ParserTest::handlesDataOnlyTags: junit.framework.AssertionFailedError: expected:<Hello []There> but was:<Hello ['); i++; ]There>,org.jsoup.parser.TreeBuilderState,
Jsoup,16,functional,109,f36b950de16f6db134bd98969cd8fbe578d37480,2011-07-02 21:12:11 +1000,https://github.com/jhy/jsoup/issues/109,2,1,"org.jsoup.nodes.DocumentTypeTest::outerHtmlGeneration: junit.framework.AssertionFailedError: expected:<<!DOCTYPE html [""]http://www.ibm.com/d...> but was:<<!DOCTYPE html []http://www.ibm.com/d...>; org.jsoup.nodes.DocumentTypeTest::constructorValidationThrowsExceptionOnBlankName: junit.framework.AssertionFailedError: Expected exception: java.lang.IllegalArgumentException",org.jsoup.nodes.DocumentType,
Jsoup,17,functional,107,3d6f1e47ccf93d01364ed5f7603fa66d43eae0e2,2011-07-02 21:12:11 +1000,https://github.com/jhy/jsoup/issues/107,1,1,org.jsoup.parser.ParserTest::handles0CharacterAsText: junit.framework.AssertionFailedError: expected:<[0,org.jsoup.parser.TreeBuilderState,
Jsoup,18,functional,110,128b3f8212e357468cb608546a52da3826903fad,2011-07-02 21:12:11 +1000,https://github.com/jhy/jsoup/issues/110,3,1,"org.jsoup.parser.CharacterReaderTest::handleCarriageReturnAsLineFeed: junit.framework.AssertionFailedError: expected:<one []> but was:<one [; org.jsoup.parser.CharacterReaderTest::consumeToEnd: junit.framework.AssertionFailedError: expected:<one two thre[e]> but was:<one two thre[]>; org.jsoup.parser.ParserTest::handlesNewlinesAndWhitespaceInTag: junit.framework.AssertionFailedError: expected:<<a href=""one"" []id=""two""></a>> but was:<<a href=""one"" [="""" ]id=""two""></a>>",org.jsoup.parser.CharacterReader,
Jsoup,19,functional,127,c98349a7fb5598f0cbac88130520171bd6f253c1,2011-08-28 15:14:35 +1000,https://github.com/jhy/jsoup/issues/127,1,1,"org.jsoup.safety.CleanerTest::handlesCustomProtocols: junit.framework.AssertionFailedError: expected:<<img [src=""cid:12345"" />",org.jsoup.safety.Whitelist,
Jsoup,20,functional,134,1d31086acba06579c4e7d5928dbba9ca8a0128b1,2012-03-25 21:57:36 -0700,https://github.com/jhy/jsoup/issues/134,1,1,org.jsoup.helper.DataUtilTest::discardsSpuriousByteOrderMark: junit.framework.AssertionFailedError: expected:<[One]> but was:<[]>,org.jsoup.helper.DataUtil,
Jsoup,21,functional,179,249e5a8aae9324cc6c8caf5303a607056b15a9da,2012-04-02 19:40:56 -0700,https://github.com/jhy/jsoup/issues/179,2,2,org.jsoup.select.SelectorTest::handlesCommasInSelector: java.util.regex.PatternSyntaxException: Unclosed character class near index 3; org.jsoup.select.SelectorTest::mixCombinatorGroup: junit.framework.AssertionFailedError: expected:<2> but was:<3>,org.jsoup.select.CombiningEvaluator; org.jsoup.select.QueryParser,
